# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	eggNOG annot
Mcavernosa27505	receptor
Mcavernosa27508	Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)
Mcavernosa27507	Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)
Mcavernosa27509	Inherit from opiNOG: to reverse transcriptase
Mcavernosa27506	sodium channel, non-voltage-gated 1, gamma
Mcavernosa27514	NA
Mcavernosa27527	Transient receptor potential cation channel subfamily A member
Mcavernosa27538	Tctex1 domain containing
Mcavernosa27540	phosphoglycerate mutase
Mcavernosa27537	Inherit from NOG: tectorin alpha
Mcavernosa27543	Amiloride-sensitive sodium channel
Mcavernosa27539	Bacterial protein of unknown function (DUF924)
Mcavernosa27535	NA
Mcavernosa27544	Amiloride-sensitive sodium channel
Mcavernosa27546	Conserved hypothetical protein
Mcavernosa27556	WD repeat domain 69
Mcavernosa27566	sterile alpha motif domain containing
Mcavernosa27565	DUF4206
Mcavernosa27568	Cytochrome b5-like Heme/Steroid binding domain
Mcavernosa27570	cysteine desulfurase
Mcavernosa27569	solute carrier family 16, member
Mcavernosa27572	Lipase family
Mcavernosa27577	NA
Mcavernosa27574	Fer (Fps fes related) tyrosine kinase
Mcavernosa27587	NA
Mcavernosa27581	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
Mcavernosa27580	LicD family
Mcavernosa27593	protein phosphatase 1, regulatory subunit 21
Mcavernosa27604	NA
Mcavernosa27600	Inherit from KOG: tripartite motif containing
Mcavernosa27598	Inherit from KOG: tripartite motif containing
Mcavernosa27595	Inherit from KOG: tripartite motif containing
Mcavernosa27596	NA
Mcavernosa27606	Coiled-coil domain containing 57
Mcavernosa27617	Ubiquitin-2 like Rad60 SUMO-like
Mcavernosa27614	general transcription factor IIH, polypeptide 3
Mcavernosa27610	Immunoglobulin domain
Mcavernosa27616	vitamin K epoxide reductase complex subunit
Mcavernosa27615	mitogen-activated protein kinase
Mcavernosa27612	Growth factor receptor
Mcavernosa27608	Growth factor receptor
Mcavernosa27609	immunoglobulin superfamily DCC subclass member 3
Mcavernosa27626	NA
Mcavernosa27627	NA
Mcavernosa27632	lectin, galactoside-binding, soluble, 3 binding protein
Mcavernosa27629	NA
Mcavernosa27630	Protein tyrosine phosphatase receptor type
Mcavernosa27641	pogo transposable element with KRAB domain
Mcavernosa27648	Coronin, actin binding protein
Mcavernosa27644	piggyBac transposable element derived 4
Mcavernosa27652	NA
Mcavernosa27655	ShK domain-like
Mcavernosa27657	ubiquitin protein ligase
Mcavernosa27658	ubiquitin protein ligase
Mcavernosa27664	kiaa0556
Mcavernosa27666	family with sequence similarity 227, member A
Mcavernosa27661	Rho-related BTB domain containing
Mcavernosa27665	leucine-zipper-like transcription regulator 1
Mcavernosa27670	Mate efflux family protein
Mcavernosa27671	Mate efflux family protein
Mcavernosa27668	kiaa0556
Mcavernosa27667	kiaa0556
Mcavernosa27672	Tachykinin receptor
Mcavernosa27674	Carbohydrate
Mcavernosa27673	Carbohydrate
Mcavernosa27681	spindle assembly 6 homolog (C. elegans)
Mcavernosa27682	protein Hydra magnipapillata
Mcavernosa27693	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27686	NA
Mcavernosa27692	YqaJ-like viral recombinase domain
Mcavernosa27685	NA
Mcavernosa27697	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27695	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27704	Syntrophin, beta 1 (Dystrophin-associated protein A1, 59kDa, basic component 1)
Mcavernosa27699	Immunoglobulin I-set domain
Mcavernosa27713	Polymerase (DNA directed), theta
Mcavernosa27708	Polymerase (DNA directed), theta
Mcavernosa27711	Polymerase (DNA directed), theta
Mcavernosa27710	Nitrilase family, member 2
Mcavernosa27707	C1q and tumor necrosis factor related protein
Mcavernosa27717	family with sequence similarity 26, member E
Mcavernosa27722	RAB11 family interacting protein
Mcavernosa27721	PHD finger protein 5A
Mcavernosa27720	RAB11 family interacting protein
Mcavernosa27724	Centlein, centrosomal protein
Mcavernosa27723	Polyamine oxidase
Mcavernosa27725	patched domain containing
Mcavernosa27727	carboxylase, beta
Mcavernosa27728	Guanylate binding protein
Mcavernosa27736	PQ loop repeat
Mcavernosa27740	golgi transport
Mcavernosa27741	Autophagy beclin-1 regulator 1
Mcavernosa27744	PA14 domain
Mcavernosa27743	chondroitin sulfate
Mcavernosa27748	Arylsulfatase
Mcavernosa27749	Arylsulfatase
Mcavernosa27746	Retrotransposon protein
Mcavernosa27750	Progestin and adipoQ receptor family member
Mcavernosa27758	WD domain, G-beta repeat
Mcavernosa27753	Dual serine threonine and tyrosine protein kinase
Mcavernosa27755	Dual serine threonine and tyrosine protein kinase
Mcavernosa27768	Mucosa associated lymphoid tissue lymphoma translocation gene 1
Mcavernosa27765	MULE transposase domain
Mcavernosa27782	Amyotrophic lateral sclerosis 2 (Juvenile)
Mcavernosa27775	NA
Mcavernosa27792	von Willebrand factor type A domain
Mcavernosa27789	RNA binding motif protein
Mcavernosa27791	A kinase (PRKA) interacting protein 1
Mcavernosa27787	Transient receptor potential cation channel subfamily C member
Mcavernosa27790	copine family
Mcavernosa27800	NA
Mcavernosa27793	glutamate carboxypeptidase
Mcavernosa27798	glutamine rich 2
Mcavernosa27797	glutamine rich 2
Mcavernosa30160	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Mcavernosa30164	to nematocyst outer wall antigen Hydra magnipapillata
Mcavernosa30162	Peroxidasin homolog
Mcavernosa30163	Peroxidasin homolog
Mcavernosa30181	ankyrin repeat domain 53
Mcavernosa30182	pyridine nucleotide-disulphide oxidoreductase domain 2
Mcavernosa30190	NA
Mcavernosa30195	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
Mcavernosa30196	Kinesin light chain
Mcavernosa30194	biogenesis of lysosomal organelles complex-1, subunit 2
Mcavernosa30207	methyltransferase
Mcavernosa30208	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
Mcavernosa30209	ATP-binding cassette subfamily B, member 7
Mcavernosa30210	NOP2 Sun domain family member
Mcavernosa30214	Sulfotransferase domain
Mcavernosa30220	Schlafen family member
Mcavernosa30221	NA
Mcavernosa30232	NA
Mcavernosa30233	NA
Mcavernosa30249	kinesin family member 11
Mcavernosa30247	kinesin family member 11
Mcavernosa30245	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
Mcavernosa30246	kinesin family member 11
Mcavernosa30251	solute carrier family 18, subfamily B, member 1
Mcavernosa30248	Dimethylaniline monooxygenase (N-oxide-forming)
Mcavernosa30252	member RAS oncogene
Mcavernosa30256	carboxylase, beta
Mcavernosa30254	SNF related kinase
Mcavernosa30263	Lectin C-type domain
Mcavernosa30274	transient receptor potential cation channel, subfamily C, member 4 associated protein
Mcavernosa30273	ubiquitin-like modifier activating enzyme 2
Mcavernosa30277	centromere protein N
Mcavernosa30275	Ubiquitin-activating enzyme
Mcavernosa30278	Ribonuclease P MRP 40kDa subunit
Mcavernosa30287	RING finger
Mcavernosa30286	coiled-coil domain containing 40
Mcavernosa30290	Cell adhesion molecule
Mcavernosa30296	Zinc finger protein 862
Mcavernosa30298	NIMA-related kinase 8
Mcavernosa30295	NA
Mcavernosa30305	proprotein convertase subtilisin kexin type
Mcavernosa30297	Coiled-coil domain containing 13
Mcavernosa30294	NA
Mcavernosa30308	solute carrier family 30 (zinc transporter), member
Mcavernosa30307	proprotein convertase subtilisin kexin type
Mcavernosa30312	YqaJ-like viral recombinase domain
Mcavernosa30314	polycystic kidney disease 1-like 2
Mcavernosa30317	Smith-Magenis syndrome chromosome region, candidate 7-like
Mcavernosa30322	inositol 1,3,4,5,6-pentakisphosphate 2-kinase
Mcavernosa30321	CCAAT enhancer binding protein (C EBP), zeta
Mcavernosa30326	Mib_herc2
Mcavernosa30331	solute carrier family 25 (aspartate glutamate carrier), member
Mcavernosa30329	Cytochrome P450 family 27 subfamily
Mcavernosa30327	Cytochrome P450 family 27 subfamily
Mcavernosa30328	Cytochrome P450 family 27 subfamily
Mcavernosa30333	glutamate receptor, metabotropic
Mcavernosa30337	protein Hydra magnipapillata
Mcavernosa30341	patched domain containing
Mcavernosa30350	POC1 centriolar protein homolog
Mcavernosa30358	solute carrier family 16, member
Mcavernosa30345	Helicase with zinc finger
Mcavernosa30353	guanylate cyclase
Mcavernosa30360	Bone morphogenetic protein 1
Mcavernosa30365	Brain protein 44-like
Mcavernosa30363	Brain protein 44-like
Mcavernosa30364	solute carrier family 15
Mcavernosa30373	NA
Mcavernosa30374	NA
Mcavernosa30380	collagen, type
Mcavernosa30371	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)
Mcavernosa30379	C1q and tumor necrosis factor related protein
Mcavernosa30377	NA
Mcavernosa30376	NA
Mcavernosa30382	NA
Mcavernosa30383	coiled-coil and C2 domain containing
Mcavernosa30384	coiled-coil and C2 domain containing
Mcavernosa30387	Niemann-Pick disease type C1
Mcavernosa30386	polyketide synthase
Mcavernosa30397	DENN MADD domain containing 3
Mcavernosa30395	Electron transfer flavoprotein
Mcavernosa30385	patched domain containing
Mcavernosa30403	NA
Mcavernosa30404	NA
Mcavernosa30406	RNA 3-terminal phosphate
Mcavernosa30408	proprotein convertase subtilisin kexin type
Mcavernosa30410	oxidoreductase activity, acting on peroxide as acceptor
Mcavernosa30414	chromosome 2 open reading frame 43
Mcavernosa30420	Zinc finger protein 862
Mcavernosa30421	NA
Mcavernosa30422	Zinc finger protein 862
Mcavernosa30426	NA
Mcavernosa30428	tigger transposable element derived 6
Mcavernosa30429	Transmembrane amino acid transporter protein
Mcavernosa30435	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa30438	Cytochrome p450
Mcavernosa30436	forkhead
Mcavernosa30430	annexin A11
Mcavernosa30439	NA
Mcavernosa30437	forkhead
Mcavernosa30446	phosphoribosyltransferase
Mcavernosa30445	ribosomal protein
Mcavernosa30450	ribulose-phosphate 3-epimerase
Mcavernosa30447	Protein disulfide isomerase
Mcavernosa30449	extended synaptotagmin-like protein
Mcavernosa30452	Protein of unknown function, DUF608
Mcavernosa30460	CUB domain
Mcavernosa30453	synthase
Mcavernosa30463	protein Hydra magnipapillata
Mcavernosa30468	NA
Mcavernosa30466	early endosome antigen 1
Mcavernosa30470	NA
Mcavernosa30473	Hydroxyacid oxidase
Mcavernosa30479	piggyBac transposable element derived 4
Mcavernosa30480	UDP Glucuronosyltransferase 2 family, polypeptide
Mcavernosa30487	NA
Mcavernosa30481	UDP Glucuronosyltransferase 2 family, polypeptide
Mcavernosa30493	MAM domain containing 4
Mcavernosa30496	deltex 3-like (Drosophila)
Mcavernosa30495	tripartite motif containing 45
Mcavernosa30494	deltex 3-like (Drosophila)
Mcavernosa30498	Inherit from KOG: Growth factor receptor
Mcavernosa30509	CCAAT enhancer binding protein (C EBP), zeta
Mcavernosa30504	Fibroblast growth factor receptor
Mcavernosa30505	transmembrane protein 161B
Mcavernosa30510	calcium ion binding
Mcavernosa30515	Methylenetetrahydrofolate reductase
Mcavernosa30523	Progestin and adipoQ receptor family member
Mcavernosa30526	Arylsulfatase
Mcavernosa30528	aldehyde dehydrogenase 7 family, member A1
Mcavernosa30518	multiple EGF-like-domains
Mcavernosa30516	multiple EGF-like-domains
Mcavernosa30534	Cholinergic receptor, nicotinic, alpha
Mcavernosa30537	Pao retrotransposon peptidase 
Mcavernosa30535	Cholinergic receptor, nicotinic, alpha
Mcavernosa30543	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa30538	phospholipase B domain containing
Mcavernosa30540	NA
Mcavernosa30539	NA
Mcavernosa30541	NA
Mcavernosa30542	NA
Mcavernosa30546	CAAX prenyl protease
Mcavernosa30548	Kinesin family member
Mcavernosa30545	KISc
Mcavernosa30568	cathepsin B
Mcavernosa30557	Arylsulfatase
Mcavernosa30558	Arylsulfatase
Mcavernosa30559	cell division cycle 25 homolog
Mcavernosa30556	coiled-coil and C2 domain containing
Mcavernosa30567	ubiquitin specific peptidase like 1
Mcavernosa30574	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30570	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30575	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30572	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
Mcavernosa30573	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30571	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30576	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
Mcavernosa30577	Kinesin family member
Mcavernosa30578	L1 transposable element
Mcavernosa30584	ubiquitin protein ligase E3 component (N-recognin)
Mcavernosa30580	ubiquitin protein ligase E3 component (N-recognin)
Mcavernosa30593	fibronectin type III and ankyrin repeat domains 1
Mcavernosa30591	PiggyBac transposable element derived 5
Mcavernosa30602	Transient receptor potential cation channel subfamily C member
Mcavernosa30603	Transient receptor potential cation channel subfamily C member
Mcavernosa30604	NA
Mcavernosa30607	ornithine aminotransferase
Mcavernosa30605	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa30621	Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
Mcavernosa30615	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
Mcavernosa30613	sorting nexin 25
Mcavernosa30616	protein transport protein sec61
Mcavernosa30614	sorting nexin 25
Mcavernosa30625	KR domain
Mcavernosa30628	NA
Mcavernosa30623	Biliverdin reductase A
Mcavernosa30627	calcium calmodulin-dependent protein kinase
Mcavernosa30624	methionine sulfoxide reductase
Mcavernosa30630	Leucine-rich repeats and immunoglobulin-like domains
Mcavernosa30636	NA
Mcavernosa30640	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)
Mcavernosa30645	YdiU domain protein
Mcavernosa30646	TNF receptor-associated factor
Mcavernosa30651	proprotein convertase subtilisin kexin type
Mcavernosa30656	NA
Mcavernosa30665	FN3
Mcavernosa30664	FN3
Mcavernosa30672	collagen, type IV, alpha
Mcavernosa30670	Collagen triple helix repeat (20 copies)
Mcavernosa30669	Retrotransposon protein
Mcavernosa30677	Carbonic AnHydrase
Mcavernosa30683	polycystic kidney disease 1-like 2
Mcavernosa30686	protein Hydra magnipapillata
Mcavernosa30689	FN2
Mcavernosa30688	Pao retrotransposon peptidase 
Mcavernosa30690	collagen, type VI, alpha
Mcavernosa30692	NA
Mcavernosa30693	NA
Mcavernosa30696	Conserved hypothetical protein
Mcavernosa30707	NA
Mcavernosa30706	NA
Mcavernosa30703	ectonucleotide pyrophosphatase phosphodiesterase
Mcavernosa30715	ELL associated factor
Mcavernosa30717	Exonuclease 3'-5' domain containing 2
Mcavernosa30716	Exonuclease 3'-5' domain containing 2
Mcavernosa30718	Exonuclease 3'-5' domain containing 2
Mcavernosa34456	tRNA pseudouridine synthase
Mcavernosa34455	Isocitrate dehydrogenase
Mcavernosa34463	Transmembrane protease serine 6
Mcavernosa34457	cryptochrome
Mcavernosa34458	Ligand-gated ion channel
Mcavernosa34465	annexin A11
Mcavernosa34470	Kinesin light chain
Mcavernosa34467	proprotein convertase subtilisin kexin type
Mcavernosa34471	Kinesin light chain
Mcavernosa34484	Family with sequence similarity 151, member
Mcavernosa34483	Stomatin
Mcavernosa34480	UPF0676 protein C1494.01-like
Mcavernosa34491	isomerase
Mcavernosa34485	Fanconi anemia complementation group d2
Mcavernosa34494	DNA-directed RNA Polymerase
Mcavernosa34495	WD repeat domain 90
Mcavernosa34487	isomerase
Mcavernosa34492	Fanconi anemia complementation group d2
Mcavernosa34493	Fanconi anemia complementation group d2
Mcavernosa34488	cysteine-rich, DPF motif domain containing 1
Mcavernosa34499	IK cytokine, down-regulator of HLA II
Mcavernosa34498	EF-hand calcium binding domain 11
Mcavernosa34496	NA
Mcavernosa34504	structural maintenance of chromosomes protein
Mcavernosa34506	ankyrin repeat and PH
Mcavernosa34508	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34509	rho family, small GTP binding protein
Mcavernosa34512	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34517	eukaryotic translation initiation factor 2c
Mcavernosa34524	Fibroblast growth factor receptor
Mcavernosa34527	NA
Mcavernosa34528	Salt-inducible kinase
Mcavernosa34534	NA
Mcavernosa34540	Pentaxin family
Mcavernosa34543	NA
Mcavernosa34544	solute carrier family 15
Mcavernosa34548	TAF5-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor
Mcavernosa34561	WD repeatcontaining protein
Mcavernosa34562	FIP1 like 1 (S. cerevisiae)
Mcavernosa34568	NA
Mcavernosa34575	NA
Mcavernosa34582	Inherit from KOG: DNA helicase
Mcavernosa34583	NA
Mcavernosa34580	HECT and RLD domain containing E3 ubiquitin protein ligase 2
Mcavernosa34579	stimulated by retinoic acid 6 homolog (mouse)
Mcavernosa34590	kiaa1257
Mcavernosa34585	acyl-CoA dehydrogenase
Mcavernosa34587	Neuronal pentraxin
Mcavernosa34588	minichromosome maintenance complex component 10
Mcavernosa34589	minichromosome maintenance complex component 10
Mcavernosa34592	Zinc finger, HIT-type containing 6
Mcavernosa34595	NA
Mcavernosa34594	NA
Mcavernosa34599	tyrosine kinase
Mcavernosa34598	Tyrosine kinase
Mcavernosa34606	Dehydrogenase
Mcavernosa34605	Dehydrogenase
Mcavernosa34617	Ankyrin repeat
Mcavernosa34615	CD74 molecule, major histocompatibility complex, class II invariant chain
Mcavernosa34616	LicD family
Mcavernosa34614	Low density lipoprotein receptor-related protein 6
Mcavernosa34612	Inherit from NOG: Low density lipoprotein receptor-related protein
Mcavernosa34625	transcription factor
Mcavernosa34619	STYKc
Mcavernosa34620	NA
Mcavernosa34624	transcription factor
Mcavernosa34623	transcription factor
Mcavernosa34632	NA
Mcavernosa34630	member RAS oncogene family
Mcavernosa34626	Methyltransferase like 4
Mcavernosa34627	Methyltransferase like 4
Mcavernosa34634	Dna-(Apurinic or apyrimidinic site)
Mcavernosa34638	neuralized homolog 4 (Drosophila)
Mcavernosa34640	neuronal calcium sensor 1
Mcavernosa34652	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Mcavernosa34643	ring finger and CHY zinc finger
Mcavernosa34649	HYR domain
Mcavernosa34651	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Mcavernosa34653	sperm-tail PG-rich repeat containing 2
Mcavernosa34668	oligomeric mucus gel-forming
Mcavernosa34673	Minichromosome maintenance complex component 3
Mcavernosa34672	Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Plays a role in intracellular vesicle trafficking
Mcavernosa34675	Kelch domain containing
Mcavernosa34679	Protease, serine
Mcavernosa34687	Ankyrin repeat
Mcavernosa34695	Small nuclear ribonucleoprotein
Mcavernosa34691	carbonyl reductase
Mcavernosa34692	NA
Mcavernosa34693	Small nuclear ribonucleoprotein
Mcavernosa34703	NA
Mcavernosa34698	NA
Mcavernosa34700	NA
Mcavernosa34706	Kelch domain containing
Mcavernosa34713	ribosome production factor 1
Mcavernosa34718	YdiU domain protein
Mcavernosa34720	NA
Mcavernosa34716	Protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase
Mcavernosa34717	YdiU domain protein
Mcavernosa34727	polycystic kidney disease 1-like 2
Mcavernosa34729	polycystic kidney disease 1-like 2
Mcavernosa34732	translation initiation factor 2C
Mcavernosa34730	general transcription factor IIIA
Mcavernosa34735	Small G protein signaling modulator 3
Mcavernosa34740	NA
Mcavernosa34738	NA
Mcavernosa34741	Inherit from NOG: Apolipoprotein B receptor
Mcavernosa34737	Proline rich 11
Mcavernosa34755	NA
Mcavernosa34757	Vacuolar protein
Mcavernosa34760	annexin A11
Mcavernosa34766	immediate early response 3 interacting protein 1
Mcavernosa34774	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34770	Ribosomal protein
Mcavernosa34769	Conserved hypothetical protein
Mcavernosa34776	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34775	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34773	NA
Mcavernosa34768	Conserved hypothetical protein
Mcavernosa34781	glutamate carboxypeptidase
Mcavernosa34778	glucuronosyltransferase
Mcavernosa34779	glucuronosyltransferase
Mcavernosa34780	NA
Mcavernosa34789	Inherit from NOG: Resistance protein
Mcavernosa34784	proprotein convertase subtilisin kexin type
Mcavernosa34790	cartilage intermediate layer protein
Mcavernosa34791	cartilage intermediate layer protein
Mcavernosa34792	cartilage intermediate layer protein
Mcavernosa34793	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa34796	solute carrier family 46 (folate transporter), member 1
Mcavernosa34807	WD repeat domain 63
Mcavernosa34812	NA
Mcavernosa34809	nischarin
Mcavernosa34811	Inherit from NOG: coiled-coil domain containing 30
Mcavernosa34813	NLR family, CARD domain containing 3
Mcavernosa34817	cytochrome P450
Mcavernosa34814	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa34819	spermatogenesis and oogenesis specific basic helix-loop-helix 2
Mcavernosa34818	Ion transport protein
Mcavernosa34825	Adaptor-related protein complex
Mcavernosa34823	Adaptor-related protein complex
Mcavernosa34834	Inherit from euNOG: solute carrier family 17
Mcavernosa34842	Histone-lysine N-methyltransferase
Mcavernosa34844	NA
Mcavernosa34843	astacin-like metalloendopeptidase (M12 family)
Mcavernosa34841	EF-hand calcium binding domain 10
Mcavernosa34847	Inherit from KOG: protein tyrosine phosphatase receptor type
Mcavernosa34865	NACHT and WD repeat domain containing 1
Mcavernosa34867	wd repeat
Mcavernosa34866	NACHT and WD repeat domain containing 1
Mcavernosa34868	Poly(U)-specific
Mcavernosa34862	Inherit from KOG: TNF receptor-associated factor
Mcavernosa34876	bromodomain containing
Mcavernosa34870	patched domain containing
Mcavernosa34883	F-box protein 7
Mcavernosa34886	NA
Mcavernosa34881	T-complex protein 1 subunit
Mcavernosa34884	Dehydrogenase
Mcavernosa34895	collagen, type XII, alpha 1
Mcavernosa34900	NA
Mcavernosa34904	Hydra magnipapillata
Mcavernosa34889	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
Mcavernosa34925	NA
Mcavernosa34922	MAM domain containing 4
Mcavernosa34929	NA
Mcavernosa34933	matrix metallopeptidase
Mcavernosa34934	matrix metallopeptidase
Mcavernosa34932	matrix metallopeptidase
Mcavernosa34938	Arylsulfatase
Mcavernosa34942	SPFH domain / Band 7 family
Mcavernosa34941	Arylsulfatase
Mcavernosa34944	4-hydroxyphenylpyruvate dioxygenase
Mcavernosa34946	Casein Kinase
Mcavernosa34940	serine threonine-protein kinase
Mcavernosa34947	Divergent AAA domain
Mcavernosa34952	protein Hydra magnipapillata
Mcavernosa34949	tHO complex
Mcavernosa34960	NA
Mcavernosa34965	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
Mcavernosa34962	Lipase family
Mcavernosa34969	Ankyrin repeat
Mcavernosa34967	Ankyrin Repeat Protein
Mcavernosa34968	Transient receptor potential cation channel subfamily A member
Mcavernosa34973	Transient receptor potential cation channel subfamily A member 1
Mcavernosa34971	Ankyrin repeat domain 54
Mcavernosa34970	Ankyrin Repeat Protein
Mcavernosa34983	NA
Mcavernosa34995	Inherit from euNOG: solute carrier family 17
Mcavernosa35008	lipopolysaccharide-induced TNF factor
Mcavernosa35009	erythrocyte membrane protein band 4.1-like
Mcavernosa35006	40s ribosomal protein s12
Mcavernosa35005	Gamma-aminobutyric acid (GABA) A receptor
Mcavernosa35013	NA
Mcavernosa35018	scavenger receptor class B member
Mcavernosa35015	chloride channel
Mcavernosa35017	chloride channel
Mcavernosa35021	proteasome (prosome, macropain) activator subunit
Mcavernosa35026	Zinc finger protein 862
Mcavernosa35028	Low density lipoprotein receptor-related protein
Mcavernosa35035	Membrane-bound transcription factor peptidase, site 1
Mcavernosa35037	NA
Mcavernosa35036	wilms tumor 1 associated protein
Mcavernosa35046	Inherit from COG: Retrotransposon protein
Mcavernosa35045	Dynein heavy chain, N-terminal region 2
Mcavernosa35043	PiggyBac transposable element derived 5
Mcavernosa35039	piggyBac transposable element derived 4
Mcavernosa35052	NA
Mcavernosa35056	NA
Mcavernosa35053	Kinesin light chain
Mcavernosa35054	Bone morphogenetic protein 1
Mcavernosa35061	FN3
Mcavernosa35060	C-type lectin domain family 16, member A
Mcavernosa35064	sidekick cell adhesion molecule 2
Mcavernosa35058	Fanconi anemia, complementation group A
Mcavernosa35062	FN3
Mcavernosa35067	NA
Mcavernosa35057	Fanconi anemia, complementation group A
Mcavernosa35066	NA
Mcavernosa35068	Cell adhesion molecule
Mcavernosa35069	Fibroblast growth factor receptor
Mcavernosa35071	hemicentin
Mcavernosa35070	Fibroblast growth factor receptor
Mcavernosa35077	Purine-rich element binding protein
Mcavernosa35075	Kinesin family member 16B
Mcavernosa35073	NA
Mcavernosa35076	Fas associated factor family member 2
Mcavernosa35074	kinesin family member 16B
Mcavernosa35072	Inherit from KOG: TNF receptor-associated factor
Mcavernosa28860	NA
